web-scraper-order,link-href,claim,label
,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines?fbclid=IwAR2Xr4JRM3IvhlJP4k8-q_WQNJBg0CbshAd08RB9g6GeNM77RKCt46TA3J50,"If you are worried that the side effects that you are experiencing are unusual, if the pain in the arm where you got the injection gets worse after 24 hours or your side effects dont go away in a few days, contact your healthcare provider for advice.",1
,,"A message sent by WhatsApp states that the Ministry of Defense of China has announced that it has successfully developed a vaccine against the new coronavirus, which causes COVID19 disease. Portugal would receive the first doses in a few days.",0
,https://www.poynter.org/?ifcn_misinformation=the-democrats-are-pushing-for-an-implanted-microchip-in-humans-and-everyone-to-be-vaccinated," The Democrats are pushing for an implanted microchip in humans, and everyone to be vaccinated.",0
,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines?fbclid=IwAR2Xr4JRM3IvhlJP4k8-q_WQNJBg0CbshAd08RB9g6GeNM77RKCt46TA3J60,"According to data from the US CDC, unvaccinated people are at 11 times the risk of death from COVID19 than vaccinated people. ",1
1637040749-147,https://www.rappler.com/nation/recto-says-covid-19-vaccine-czar-galvez-need-help-not-just-from-military,Recto Vaccine czar Galvez will need help 'not just from military',1
,,The false or unproven claims about COVID19 vaccines in the letter addressed to the president of the Valencia College of Physicians.,0
,https://www.poynter.org/?ifcn_misinformation=in-new-interview-to-fox-president-trump-suggests-india-could-have-early-access-to-covid19-vaccines-being-developed-in-us-since-pm-modi-accepted-request-on-hcq," In new interview to Fox, President Trump suggests India could have early access to COVID19 vaccines being developed in US since PM Modi accepted request on HCQ.",0
,https://twitter.com/IndiaToday/status/1243577671650435072,Fight against Covid19 How far are we from a vaccineWatch #InfoCorona with sardesairajdeep   httpsbit.ly2JkfImF#IndiaFightsCorona #CoronavirusPandemic pic.twitter.comQ4pWfV3UIZ,1
,,"Many U.S. counties with low vaccination rates had a high number of positive #COVID19 tests. In parts of the Southeast, Midwest, and Northwest, less than 40% of people are vaccinated and more than 10% of tests were positive in the last 7 days. More httpsbit.lyCDTvaxbycase ",1
,,The vaccine for coronavirus is ready. US President Donald Trump has announced that Roche Medical Company will launch it.,0
,,"Bill Gates has said that the COVID19 vaccine could kill 700,000 people.",0
,,"Switzerland banned vaccination and someone named Father Escobar said that through vaccination, Satan inserts a code into a human body.",0
,,"Many racial  ethnic minority groups may face barriers to #COVID19 vaccines. Health equity occurs when everyone has fair access to health, including vaccines to stay healthy, like COVID19 and flu vaccines. Learn more about CDCs Health Equity in Action httpsbit.ly3uHcmQk",1
1642741413-394,https://www.rappler.com/world/us-canada/data-rising-breakthrough-infections-among-fully-vaccinated/,"US data show rising breakthrough infections among fully vaccinated. The vaccines did, however, protect individuals from more severe cases",1
,,First volunteer in UK coronavirus vaccine trial has died.,0
,,Myanmar health minister mentions that a vaccine for COVID19 was found.,0
,,ID2020 Alliance aims to microchip all allowing vaccine administration,0
1642736032-164,https://www.rappler.com/newsbreak/fact-check/senate-rejects-bill-calling-mandatory-covid-19-vaccination/,"There was no Senate bill on this. There is House Bill No. 9252, which calls for mandatory vaccination against COVID19, but this has not yet been transmitted to the Senate as it is pending with the House committee on health.",1
,,Vaccination failed to prevent severe delta variant cases in Israel.,0
,https://www.poynter.org/?ifcn_misinformation=gates-foundation-stands-to-make-nearly-31-5-billion-on-a-coronavirus-vaccine-in-u-k, Gates Foundation stands to make nearly 31.5 billion on a coronavirus vaccine in U.K.,0
,https://www.poynter.org/?ifcn_misinformation=covid-19-can-be-treated-with-the-plasma-of-healed-patients-we-dont-need-a-vaccine-or-a-drug, COVID19 can be treated with the plasma of healed patients. We don't need a vaccine or a drug.,0
1642746957-948,https://www.rappler.com/world/europe/will-not-yield-french-lawmaker-death-threats-covid-19-vaccine-pass/,"We will not yield, French lawmaker says after death threats over vaccine pass. The proposed vaccine pass rule causes an upsurge of anger among antivaxxers, with some lawmakers subjected to violent threats",1
,https://doh.gov.ph/Vaccines/Am-I-eligible-to-get-the-COVID-19-vaccine?fbclid=IwAR3VVKq3UOLAUuX5WG4qhnyf-sc-vzC8-8DWdX8dV-L3rosT7xuZFEclYsU,"You must first consult with your doctor if you have experienced any allergic reactionssymptoms such as rashesitching, swelling around the eyes, difficulty of breathing, anaphylaxis severe allergic reaction within 6 hours after you have received a different vaccine",1
,,A new vaccine that can cure COVID19 patients in 3 hours is now ready.,0
1642745358-811,https://www.rappler.com/nation/galvez-says-companies-can-use-covid-19-vaccine-orders-boosters-follow-prioritization/,"Galvez Companies can use vaccine orders for boosters, but follow prioritization. Philippine health authorities are also waiting for the recommendation of the World Health Organization's Strategic Advisory Group of Experts before opening the booster rollout to more groups",1
,,"A screenshot of a purported internal email disclosing that a bank in the Pakistani city of Rawalpindi was closed after an employee tested positive for the novel coronavirus, COVID19, has been shared on Facebook, Twitter and WhatsApp.",0
,,The CDC released data showing seven out of 10 Americans are declining a COVID19 vaccine,0
,,A vaccinetest volunteer became sick and was censored by media,0
,https://twitter.com/guardiannews/status/1251616595723595781,"Don't bet on vaccine to protect us from Covid19, says world health expert  httpswww.theguardian.comworld2020apr18dontbetonvaccinetoprotectusfromcovid19saysworldhealthexpertutmtermAutofeedCMPtwtbgdnnewsutmmediumSocialutmsourceTwitter#Echobox1587242854",1
,,Coronavirus Updates AIIMS panel gives nod for human clinical trials of indigenous vaccine candidate COVAXIN,1
,,All vaccines against COVID19 cause thrombosis and are dangerous for health,0
,,Claim that Bill Gates said that coronavirus vaccine will kill or harm 700 000 people.,0
1637040579-114,https://www.rappler.com/nation/government-expert-says-earliest-time-philippines-can-get-covid-19-vaccine-april-june-2021,Gov't expert says earliest time PH can get COVID19 vaccine is April to June 2021,1
,,President Donald Trump tried to buy a vaccine developed in Germany.,0
,,"Photos of large plasticwrapped bundles being offloaded from a plane are of COVID19 vaccines China has sent to Nigeria, to be distributed for free.",0
,https://doh.gov.ph/vaccines/Questions-and-Answers?fbclid=IwAR24GBsyWYwbL4bQmCv5dxPijZTF26jGKlBTyOsIodowP67Rn60_zHYd9po,"The government will make sure that those given with 1st dose will also be given their second dose on time. For example, if we have 50,000 doses available, we will only vaccinate the 25,000 eligible population to make sure that they will be given their second doses accordingly.",1
,,You cant donate plasma after getting a COVID19 vaccine.,0
,,"The virus that causes #COVID19 is constantly changing through mutation, leading to new variants. There are multiple variants found around the world and in the U.S. COVID19 vaccines can help us fight these variants by stopping the spread of COVID19. More httpbit.lyCDTweeklyreview",1
,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines?fbclid=IwAR2Xr4JRM3IvhlJP4k8-q_WQNJBg0CbshAd08RB9g6GeNM77RKCt46TA3J12,"WHO recommends that while vaccine supply is limited, the people at highest risk of COVID19 are vaccinated first. This includes people who are more likely to get severe disease if they are infected older persons and people with existing health conditions and people who are more likely to be exposed to the virus such as health workers.",1
1643703003-1163,https://www.snopes.com/fact-check/rittenhouse-grandparents-gas/,"Kyle Rittenhouse was defending a gas station owned by his grandparents when he shot three people during a night of civil unrest in Kenosha, Wisconsin.",0
,,"Germany halts all Covid19 vaccines, says they are unsafe and no longer recommended!!",0
,,The vaccine that China is testing for COVID19 is bad for humans.,0
,https://twitter.com/IndiaToday/status/1240135008624541698,Has Donald Trump really announced that the Covid19 vaccine is ready#CoronavirusOutbreak httpswww.indiatoday.infactcheckstorydonaldtrumpcoronavirusvaccinereadyuseroche165667420200318,1
,,"Last year, in China, a vaccine was compulsory and that vaccine supposedly hosts a digitized virus, is the one that causes COVID19 and can be activated through 5G antennas.",0
,,COVID19 testing and vaccination biologically change people until they are no longer human.,0
1642742501-501,https://www.rappler.com/world/asia-pacific/asia-supercharges-vaccination-efforts-after-slow-start-september-2021/,"Asia supercharges vaccination efforts after slow start, US lags. Japan and South Korea have passed the United States in terms of those who have received at least one dose and are fast catching up with the second",1
,,A coronavirus vaccine was patented in 2004.,0
,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines?fbclid=IwAR2Xr4JRM3IvhlJP4k8-q_WQNJBg0CbshAd08RB9g6GeNM77RKCt46TA3J31,"COVID19 vaccines are an important tool to stop the pandemic, but they will not do so on their own.",1
,,"The death of Kobe Bryant overshadowed the news that an American drugmaker was hustling to make a vaccine for coronavirus, and 200 people died of COVID19 in August 2019 in the USA.",0
,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines?fbclid=IwAR2Xr4JRM3IvhlJP4k8-q_WQNJBg0CbshAd08RB9g6GeNM77RKCt46TA3J26,Persons with laboratoryconfirmed COVID19 infection can consider delaying vaccination for 6 months based on the fact that natural infection leads to some protection against infection. Ask your health worker for advice.  ,1
,,"If you are not fully vaccinated against #COVID19, celebrate with people who live with you, have a virtual meal with family, or host an outdoor event. More httpsbit.ly3n6X3x4.",1
,,"Dr. Anthony Fauci said as soon as a COVID19 vaccine is manufactured, it must be delivered to healthcare professionals for immediate human injection. Proper studies can be done later.",0
,https://www.poynter.org/?ifcn_misinformation=the-gates-foundation-tested-a-polio-vax-in-india-between-2000-2017-and-paralysed-496000-children," The Gates Foundation tested a polio vax in India between 2000  2017 and paralysed 496,000 children.",0
,,Estimates show the Delta variant caused over half of recent #COVID19 cases in the United States. Protect yourself against Delta  other variants by getting vaccinated. Learn more about variant proportions in your area httpsbit.ly32Dpji3.,1
,,"A picture shows Mara Asuncin Del Refugio Domnguez, a scientist who graduated with honors. It is very likely that she has discovered a vaccine for COVID, in her arduous investigation, she was infected with the virus.",0
1642735907-154,https://www.rappler.com/newsbreak/fact-check/covid-19-vaccine-more-dangerous-than-disease-itself/,"Various studies have shown that COVID19 vaccines are effective against the disease. More than three million people worldwide died of the disease, but there have been no reports of death proven to be directly linked to the vaccines.",1
